ranking_risco,id_municipio,nome_municipio,sigla_uf,nome_regiao,taxa_alfabetizacao,meta_alfabetizacao_2024,atingiu_meta,probabilidade_prevista_atingir_meta,gap_ate_meta_pp
1,2900900,Almadina,BA,Nordeste,23.91,38.22,0,0.0558,14.31
2,2927408,Salvador,BA,Nordeste,36.85,45.52,0,0.0613,8.67
3,2906303,Canavieiras,BA,Nordeste,28.68,36.12,0,0.0628,7.44
4,2932903,Valença,BA,Nordeste,31.89,38.08,0,0.0642,6.19
5,2900355,Adustina,BA,Nordeste,42.45,50.37,0,0.0646,7.92
6,2901700,Antônio Cardoso,BA,Nordeste,25.76,40.74,0,0.0678,14.98
7,2924405,Pilão Arcado,BA,Nordeste,22.51,31.12,0,0.0682,8.61
8,2913606,Ilhéus,BA,Nordeste,26.63,39.22,0,0.069,12.59
9,2914000,Ipirá,BA,Nordeste,34.46,37.07,0,0.0696,2.61
10,2910800,Feira de Santana,BA,Nordeste,33.19,38.95,0,0.0696,5.76
11,2933208,Vera Cruz,BA,Nordeste,38.27,45.5,0,0.0696,7.23
12,2910602,Esplanada,BA,Nordeste,23.96,26.95,0,0.0712,2.99
13,2900702,Alagoinhas,BA,Nordeste,36.64,40.44,0,0.0732,3.8
14,2902302,Aratuípe,BA,Nordeste,60.0,53.15,1,0.0735,-6.85
15,2931202,Taperoá,BA,Nordeste,47.52,45.23,1,0.0742,-2.29
16,2925907,Quijingue,BA,Nordeste,34.85,44.9,0,0.0764,10.05
17,2902104,Araci,BA,Nordeste,24.47,27.37,0,0.0779,2.9
18,2923506,Palmeiras,BA,Nordeste,40.45,49.55,0,0.078,9.1
19,2909802,Cruz das Almas,BA,Nordeste,33.56,41.43,0,0.0782,7.87
20,2901353,Andorinha,BA,Nordeste,28.44,39.88,0,0.0783,11.44
21,2933604,Xique-Xique,BA,Nordeste,32.25,38.06,0,0.0788,5.81
22,2928059,Santa Luzia,BA,Nordeste,28.42,40.34,0,0.0794,11.92
23,2902708,Barra,BA,Nordeste,28.48,34.04,0,0.0814,5.56
24,2913705,Inhambupe,BA,Nordeste,30.13,36.61,0,0.0817,6.48
25,2931103,Tanquinho,BA,Nordeste,30.67,25.95,1,0.0818,-4.72
26,2903201,Barreiras,BA,Nordeste,36.09,44.47,0,0.0821,8.38
27,2924009,Paulo Afonso,BA,Nordeste,30.51,32.01,0,0.0822,1.5
28,2918001,Jequié,BA,Nordeste,39.48,44.37,0,0.0823,4.89
29,2927705,Santa Cruz Cabrália,BA,Nordeste,37.36,46.67,0,0.0826,9.31
30,2925501,Prado,BA,Nordeste,32.74,41.65,0,0.0827,8.91
31,2930105,Senhor do Bonfim,BA,Nordeste,24.02,27.01,0,0.0829,2.99
32,2930501,Serrinha,BA,Nordeste,19.92,32.42,0,0.083,12.5
33,4319737,São Valério do Sul,RS,Sul,46.2,72.78,0,0.0832,26.58
34,2918100,Jeremoabo,BA,Nordeste,29.53,34.24,0,0.0832,4.71
35,2919108,Lamarão,BA,Nordeste,19.57,29.42,0,0.0837,9.85
36,2933505,Wenceslau Guimarães,BA,Nordeste,31.17,44.82,0,0.0844,13.65
37,2931905,Tucano,BA,Nordeste,35.55,36.12,0,0.0847,0.57
38,2914109,Ipupiara,BA,Nordeste,59.15,68.9,0,0.0853,9.75
39,2911709,Guanambi,BA,Nordeste,46.39,53.73,0,0.0856,7.34
40,2927507,Santa Bárbara,BA,Nordeste,31.58,28.15,1,0.0862,-3.43
41,2928604,Santo Amaro,BA,Nordeste,36.96,49.62,0,0.0868,12.66
42,2922607,Nilo Peçanha,BA,Nordeste,50.52,42.73,1,0.0874,-7.79
43,2902401,Aurelino Leal,BA,Nordeste,33.61,48.61,0,0.0878,15.0
44,2924801,Piritiba,BA,Nordeste,40.58,48.97,0,0.0879,8.39
45,2920601,Maragogipe,BA,Nordeste,54.49,52.74,1,0.0882,-1.75
46,1505205,Oeiras do Pará,PA,Norte,31.03,25.53,1,0.0887,-5.5
47,2908606,Conde,BA,Nordeste,28.14,46.79,0,0.0893,18.65
48,2904902,Cachoeira,BA,Nordeste,33.06,32.07,1,0.0895,-0.99
49,2932309,Ubatã,BA,Nordeste,41.9,38.45,1,0.0898,-3.45
50,2904704,Buerarema,BA,Nordeste,28.57,31.49,0,0.0902,2.92
51,2933307,Vitória da Conquista,BA,Nordeste,42.75,53.11,0,0.0904,10.36
52,2905701,Camaçari,BA,Nordeste,36.56,40.43,0,0.0904,3.87
53,2910057,Dias d'Ávila,BA,Nordeste,32.25,42.22,0,0.0907,9.97
54,2921203,Miguel Calmon,BA,Nordeste,36.96,53.06,0,0.0914,16.1
55,2925303,Porto Seguro,BA,Nordeste,45.5,52.13,0,0.0916,6.63
56,2905909,Campo Alegre de Lourdes,BA,Nordeste,28.04,43.29,0,0.0918,15.25
57,2921054,Matina,BA,Nordeste,42.52,47.77,0,0.0922,5.25
58,2919207,Lauro de Freitas,BA,Nordeste,28.75,36.74,0,0.0923,7.99
59,2932705,Uruçuca,BA,Nordeste,26.42,37.1,0,0.0925,10.68
60,2924207,Pedro Alexandre,BA,Nordeste,20.45,36.27,0,0.0926,15.82
61,2916104,Itaparica,BA,Nordeste,28.57,44.71,0,0.0931,16.14
62,2931350,Teixeira de Freitas,BA,Nordeste,35.04,56.5,0,0.0943,21.46
63,2905404,Cairu,BA,Nordeste,32.87,43.5,0,0.0944,10.63
64,2907509,Catu,BA,Nordeste,39.39,49.32,0,0.0944,9.93
65,2914802,Itabuna,BA,Nordeste,29.75,38.61,0,0.0946,8.86
66,1502806,Curralinho,PA,Norte,24.03,32.28,0,0.0951,8.25
67,2906824,Canudos,BA,Nordeste,30.13,25.86,1,0.0952,-4.27
68,2901205,Anagé,BA,Nordeste,32.17,43.17,0,0.0952,11.0
69,2903904,Bom Jesus da Lapa,BA,Nordeste,34.55,40.73,0,0.0959,6.18
70,2906808,Cansanção,BA,Nordeste,23.19,36.8,0,0.0959,13.61
71,2907400,Catolândia,BA,Nordeste,25.71,16.24,1,0.0961,-9.47
72,2915403,Itaju do Colônia,BA,Nordeste,15.25,27.27,0,0.0961,12.02
73,2913903,Ipiaú,BA,Nordeste,25.15,40.51,0,0.0962,15.36
74,2930709,Simões Filho,BA,Nordeste,42.14,48.58,0,0.0968,6.44
75,2902252,Arataca,BA,Nordeste,13.11,23.69,0,0.0973,10.58
76,2923407,Palmas de Monte Alto,BA,Nordeste,35.76,51.09,0,0.0974,15.33
77,2910107,Dom Basílio,BA,Nordeste,42.74,53.52,0,0.098,10.78
78,2918803,Laje,BA,Nordeste,45.45,52.04,0,0.098,6.59
79,2922854,Nova Redenção,BA,Nordeste,27.03,38.9,0,0.0986,11.87
80,2900405,Água Fria,BA,Nordeste,30.43,28.14,1,0.0986,-2.29
81,2901007,Amargosa,BA,Nordeste,51.0,55.84,0,0.0988,4.84
82,2104081,Fernando Falcão,MA,Nordeste,77.76,36.99,1,0.099,-40.77
83,2905206,Caetité,BA,Nordeste,39.02,54.21,0,0.099,15.19
84,2928703,Santo Antônio de Jesus,BA,Nordeste,40.9,40.35,1,0.0993,-0.55
85,2915304,Itagimirim,BA,Nordeste,25.0,39.74,0,0.0993,14.74
86,2915106,Itagi,BA,Nordeste,23.53,44.26,0,0.0993,20.73
87,2910727,Eunápolis,BA,Nordeste,38.37,41.41,0,0.0995,3.04
88,2901908,Aporá,BA,Nordeste,16.52,24.7,0,0.0998,8.18
89,2925204,Pojuca,BA,Nordeste,51.55,63.76,0,0.1006,12.21
90,2931509,Teofilândia,BA,Nordeste,29.57,35.23,0,0.1007,5.66
91,2922904,Nova Soure,BA,Nordeste,31.41,29.32,1,0.1008,-2.09
92,2927002,Rio Real,BA,Nordeste,33.21,47.13,0,0.1009,13.92
93,2922409,Mutuípe,BA,Nordeste,48.92,61.96,0,0.1016,13.04
94,2905800,Camamu,BA,Nordeste,28.39,33.17,0,0.1016,4.78
95,2920106,Mairi,BA,Nordeste,23.42,46.99,0,0.1019,23.57
96,2908408,Conceição do Coité,BA,Nordeste,30.94,35.73,0,0.102,4.79
97,2929354,São José da Vitória,BA,Nordeste,27.27,38.32,0,0.1021,11.05
98,2928802,Santo Estêvão,BA,Nordeste,31.86,39.59,0,0.1021,7.73
99,2921401,Mirangaba,BA,Nordeste,29.41,40.59,0,0.1021,11.18
100,2915502,Itajuípe,BA,Nordeste,34.09,41.18,0,0.1025,7.09
101,2910701,Euclides da Cunha,BA,Nordeste,31.34,39.98,0,0.1025,8.64
102,2922250,Muquém de São Francisco,BA,Nordeste,22.03,38.02,0,0.1025,15.99
103,2931707,Terra Nova,BA,Nordeste,28.42,30.46,0,0.1025,2.04
104,2927101,Rodelas,BA,Nordeste,28.4,30.48,0,0.1028,2.08
105,2914901,Itacaré,BA,Nordeste,31.19,39.28,0,0.1028,8.09
106,2917102,Itororó,BA,Nordeste,28.85,52.72,0,0.1029,23.87
107,2923704,Paratinga,BA,Nordeste,24.46,28.27,0,0.1029,3.81
108,1504505,Melgaço,PA,Norte,28.64,44.48,0,0.103,15.84
109,2902054,Araças,BA,Nordeste,38.26,43.28,0,0.1031,5.02
110,2932101,Ubaíra,BA,Nordeste,38.93,52.71,0,0.1033,13.78
111,2918407,Juazeiro,BA,Nordeste,29.31,38.21,0,0.1034,8.9
112,2927606,Santa Brígida,BA,Nordeste,28.39,32.87,0,0.1045,4.48
113,2922300,Muritiba,BA,Nordeste,51.72,30.55,1,0.1046,-21.17
114,2932507,Una,BA,Nordeste,58.16,44.38,1,0.1046,-13.78
115,2919553,Luís Eduardo Magalhães,BA,Nordeste,35.72,36.53,0,0.1047,0.81
116,2905602,Camacan,BA,Nordeste,24.61,40.84,0,0.105,16.23
117,2932200,Ubaitaba,BA,Nordeste,31.13,36.89,0,0.1052,5.76
118,2917607,Jaguaquara,BA,Nordeste,53.7,51.78,1,0.1052,-1.92
119,2906501,Candeias,BA,Nordeste,36.67,39.6,0,0.1056,2.93
120,2917508,Jacobina,BA,Nordeste,28.49,37.79,0,0.1059,9.3
121,2909901,Curaçá,BA,Nordeste,22.94,36.77,0,0.1065,13.83
122,2907103,Carinhanha,BA,Nordeste,31.96,35.7,0,0.1066,3.74
123,2907608,Central,BA,Nordeste,25.64,37.9,0,0.1067,12.26
124,2907202,Casa Nova,BA,Nordeste,20.93,19.44,1,0.1068,-1.49
125,2933406,Wagner,BA,Nordeste,45.0,57.82,0,0.1069,12.82
126,2930774,Sobradinho,BA,Nordeste,34.44,33.65,1,0.1071,-0.79
127,2916609,Itapitanga,BA,Nordeste,36.62,38.06,0,0.1074,1.44
128,2926608,Ribeira do Pombal,BA,Nordeste,40.72,41.2,0,0.1077,0.48
129,2911808,Guaratinga,BA,Nordeste,22.64,29.89,0,0.1077,7.25
130,2929503,São Sebastião do Passé,BA,Nordeste,46.1,54.89,0,0.1081,8.79
131,2921104,Medeiros Neto,BA,Nordeste,46.9,56.17,0,0.1081,9.27
132,2930907,Tabocas do Brejo Velho,BA,Nordeste,43.31,42.53,1,0.1086,-0.78
133,1500701,Anajás,PA,Norte,33.83,34.01,0,0.1099,0.18
134,2908309,Conceição do Almeida,BA,Nordeste,41.18,58.18,0,0.1101,17.0
135,2924108,Pedrão,BA,Nordeste,13.33,27.85,0,0.1109,14.52
136,2921500,Monte Santo,BA,Nordeste,27.49,37.95,0,0.111,10.46
137,2906006,Campo Formoso,BA,Nordeste,39.03,43.38,0,0.1112,4.35
138,2909406,Cotegipe,BA,Nordeste,41.9,46.95,0,0.1113,5.05
139,2932002,Uauá,BA,Nordeste,40.28,50.59,0,0.1116,10.31
140,2908903,Coração de Maria,BA,Nordeste,21.3,37.99,0,0.1118,16.69
141,2929909,Seabra,BA,Nordeste,34.98,53.8,0,0.1118,18.82
142,2902658,Banzaê,BA,Nordeste,26.67,46.98,0,0.112,20.31
143,2900603,Aiquara,BA,Nordeste,26.32,36.39,0,0.1121,10.07
144,2914703,Itaberaba,BA,Nordeste,41.07,48.23,0,0.1126,7.16
145,2923803,Paripiranga,BA,Nordeste,39.8,56.5,0,0.1127,16.7
146,2925808,Queimadas,BA,Nordeste,30.32,34.54,0,0.1128,4.22
147,2912905,Ibirataia,BA,Nordeste,37.44,39.72,0,0.1135,2.28
148,2914653,Itabela,BA,Nordeste,24.92,38.14,0,0.114,13.22
149,1501808,Breves,PA,Norte,55.58,49.78,1,0.114,-5.8
150,2929305,São Gonçalo dos Campos,BA,Nordeste,24.63,43.04,0,0.1142,18.41
151,2917904,Jandaíra,BA,Nordeste,36.08,55.37,0,0.1143,19.29
152,2907806,Cícero Dantas,BA,Nordeste,36.31,37.98,0,0.1144,1.67
153,2901601,Antas,BA,Nordeste,23.17,49.89,0,0.1146,26.72
154,2908002,Coaraci,BA,Nordeste,39.13,43.8,0,0.1146,4.67
155,2905156,Caetanos,BA,Nordeste,46.43,32.08,1,0.1146,-14.35
156,2926657,Ribeirão do Largo,BA,Nordeste,52.63,52.59,1,0.1152,-0.04
157,2913200,Ibotirama,BA,Nordeste,32.87,48.37,0,0.1152,15.5
158,2929404,São Miguel das Matas,BA,Nordeste,36.76,35.91,1,0.1154,-0.85
159,2921302,Milagres,BA,Nordeste,46.05,40.72,1,0.116,-5.33
160,2911402,Glória,BA,Nordeste,23.53,42.59,0,0.1162,19.06
161,2928109,Santa Maria da Vitória,BA,Nordeste,26.29,39.29,0,0.1165,13.0
162,2923357,Ourolândia,BA,Nordeste,34.04,29.85,1,0.1166,-4.19
163,2917805,Jaguaripe,BA,Nordeste,46.85,33.07,1,0.1173,-13.78
164,2904407,Brejolândia,BA,Nordeste,40.43,47.23,0,0.1174,6.8
165,2912707,Ibirapitanga,BA,Nordeste,22.06,38.26,0,0.1175,16.2
166,2920205,Malhada,BA,Nordeste,33.68,32.45,1,0.1179,-1.23
167,2927200,Ruy Barbosa,BA,Nordeste,27.94,44.71,0,0.1179,16.77
168,2909109,Coribe,BA,Nordeste,30.71,52.66,0,0.118,21.95
169,2916856,Itatim,BA,Nordeste,54.22,56.29,0,0.1181,2.07
170,2929107,São Felipe,BA,Nordeste,41.13,51.43,0,0.1181,10.3
171,1503606,Itaituba,PA,Norte,59.22,64.14,0,0.1185,4.92
172,2900108,Abaíra,BA,Nordeste,42.42,41.37,1,0.1186,-1.05
173,2915205,Itagibá,BA,Nordeste,44.21,43.51,1,0.1187,-0.7
174,2903607,Biritinga,BA,Nordeste,29.82,29.4,1,0.1189,-0.42
175,2921450,Mirante,BA,Nordeste,46.15,56.77,0,0.1189,10.62
176,2907707,Chorrochó,BA,Nordeste,36.19,41.36,0,0.1192,5.17
177,2919801,Macaúbas,BA,Nordeste,31.5,49.35,0,0.1192,17.85
178,2915700,Itamari,BA,Nordeste,36.76,63.04,0,0.1193,26.28
179,2915353,Itaguaçu da Bahia,BA,Nordeste,32.8,28.02,1,0.1201,-4.78
180,1508050,Trairão,PA,Norte,62.19,72.29,0,0.1201,10.1
181,2917003,Itiúba,BA,Nordeste,21.05,34.97,0,0.1204,13.92
182,2927309,Salinas da Margarida,BA,Nordeste,45.77,53.07,0,0.1205,7.3
183,2921708,Morro do Chapéu,BA,Nordeste,28.31,42.87,0,0.1206,14.56
184,2906873,Capim Grosso,BA,Nordeste,29.34,33.41,0,0.1213,4.07
185,2920908,Mascote,BA,Nordeste,26.73,29.51,0,0.1214,2.78
186,2923100,Olindina,BA,Nordeste,21.29,41.3,0,0.1217,20.01
187,2930204,Sento Sé,BA,Nordeste,24.24,33.62,0,0.1221,9.38
188,2919504,Livramento de Nossa Senhora,BA,Nordeste,38.06,44.87,0,0.1223,6.81
189,2925402,Potiraguá,BA,Nordeste,27.54,35.06,0,0.1224,7.52
190,2912608,Ibiquera,BA,Nordeste,15.62,27.17,0,0.1224,11.55
191,2919926,Madre de Deus,BA,Nordeste,25.81,46.9,0,0.1228,21.09
192,2909505,Cravolândia,BA,Nordeste,34.55,61.09,0,0.1229,26.54
193,2929206,São Francisco do Conde,BA,Nordeste,25.66,37.11,0,0.1231,11.45
194,1508308,Viseu,PA,Norte,38.21,41.1,0,0.1234,2.89
195,3301702,Duque de Caxias,RJ,Sudeste,45.37,52.5,0,0.1237,7.13
196,2930154,Serra do Ramalho,BA,Nordeste,26.65,42.83,0,0.1237,16.18
197,2412203,São José de Mipibu,RN,Nordeste,33.92,41.43,0,0.1242,7.51
198,2930402,Serra Preta,BA,Nordeste,36.67,38.83,0,0.1243,2.16
199,2918308,Jitaúna,BA,Nordeste,40.82,31.37,1,0.1245,-9.45
200,2920403,Manoel Vitorino,BA,Nordeste,41.67,45.86,0,0.1246,4.19
201,1501303,Barcarena,PA,Norte,39.5,51.99,0,0.1248,12.49
202,1500206,Acará,PA,Norte,41.73,45.4,0,0.1248,3.67
203,2900207,Abaré,BA,Nordeste,18.24,35.44,0,0.1249,17.2
204,4318507,São José do Norte,RS,Sul,41.4,58.23,0,0.1249,16.83
205,2909307,Correntina,BA,Nordeste,26.64,43.32,0,0.125,16.68
206,3304557,Rio de Janeiro,RJ,Sudeste,63.81,60.14,1,0.1251,-3.67
207,1505494,Palestina do Pará,PA,Norte,44.75,40.66,1,0.1255,-4.09
208,2919009,Lajedinho,BA,Nordeste,21.21,54.93,0,0.1255,33.72
209,2933174,Varzedo,BA,Nordeste,40.0,49.91,0,0.1256,9.91
210,2925709,Presidente Jânio Quadros,BA,Nordeste,31.78,37.48,0,0.1257,5.7
211,2907905,Cipó,BA,Nordeste,31.09,35.07,0,0.1258,3.98
212,2920007,Maiquinique,BA,Nordeste,32.56,36.93,0,0.1259,4.37
213,2916401,Itapetinga,BA,Nordeste,32.22,45.94,0,0.1259,13.72
214,2904308,Brejões,BA,Nordeste,47.62,57.86,0,0.126,10.24
215,2919900,Macururé,BA,Nordeste,12.5,8.39,1,0.126,-4.11
216,1504604,Mocajuba,PA,Norte,37.29,38.95,0,0.1261,1.66
217,2916302,Itapebi,BA,Nordeste,23.44,21.57,1,0.1262,-1.87
218,2917706,Jaguarari,BA,Nordeste,40.77,37.63,1,0.1263,-3.14
219,2930600,Serrolândia,BA,Nordeste,25.69,39.77,0,0.1264,14.08
220,2916708,Itaquara,BA,Nordeste,34.25,41.17,0,0.1265,6.92
221,2925253,Ponto Novo,BA,Nordeste,36.99,30.38,1,0.1266,-6.61
222,2907004,Cardeal da Silva,BA,Nordeste,33.04,33.87,0,0.1268,0.83
223,2900504,Érico Cardoso,BA,Nordeste,37.21,69.97,0,0.1271,32.76
224,2928000,Santaluz,BA,Nordeste,29.15,32.3,0,0.1275,3.15
225,2901502,Anguera,BA,Nordeste,55.95,45.15,1,0.1276,-10.8
226,2911857,Heliópolis,BA,Nordeste,36.36,38.42,0,0.1278,2.06
227,2908804,Contendas do Sincorá,BA,Nordeste,40.62,31.22,1,0.128,-9.4
228,2910404,Encruzilhada,BA,Nordeste,37.25,47.92,0,0.1281,10.67
229,2909208,Coronel João Sá,BA,Nordeste,36.04,35.85,1,0.1283,-0.19
230,1501402,Belém,PA,Norte,51.6,53.42,0,0.1284,1.82
231,2929602,Sapeaçu,BA,Nordeste,64.52,60.68,1,0.1285,-3.84
232,2923050,Novo Triunfo,BA,Nordeste,39.06,28.92,1,0.1287,-10.14
233,2918555,Jussari,BA,Nordeste,31.58,42.54,0,0.1287,10.96
234,3304904,São Gonçalo,RJ,Sudeste,43.71,51.23,0,0.1293,7.52
235,2918506,Jussara,BA,Nordeste,43.44,30.4,1,0.1295,-13.04
236,1502509,Chaves,PA,Norte,74.09,50.48,1,0.13,-23.61
237,2929057,São Félix do Coribe,BA,Nordeste,36.59,59.05,0,0.1302,22.46
238,2909703,Cristópolis,BA,Nordeste,43.75,50.23,0,0.1306,6.48
239,2933455,Wanderley,BA,Nordeste,55.37,58.33,0,0.1306,2.96
240,3303500,Nova Iguaçu,RJ,Sudeste,33.42,40.13,0,0.1308,6.71
241,2925600,Presidente Dutra,BA,Nordeste,20.0,28.43,0,0.1309,8.43
242,2917334,Iuiú,BA,Nordeste,25.53,54.11,0,0.1309,28.58
243,2908200,Conceição da Feira,BA,Nordeste,27.46,38.68,0,0.1309,11.22
244,2931004,Tanhaçu,BA,Nordeste,47.42,62.26,0,0.1315,14.84
245,2912202,Ibicoara,BA,Nordeste,32.53,35.04,0,0.1319,2.51
246,2928208,Santana,BA,Nordeste,38.7,37.01,1,0.1319,-1.69
247,3300456,Belford Roxo,RJ,Sudeste,38.9,41.51,0,0.1324,2.61
248,4315404,Redentora,RS,Sul,63.9,80.0,0,0.1325,16.1
249,2911303,Gentio do Ouro,BA,Nordeste,54.32,50.71,1,0.1329,-3.61
250,1500909,Augusto Corrêa,PA,Norte,43.99,44.99,0,0.1329,1.0
251,3305109,São João de Meriti,RJ,Sudeste,35.97,44.12,0,0.1332,8.15
252,3300704,Cabo Frio,RJ,Sudeste,55.08,58.8,0,0.1333,3.72
253,2919603,Macajuba,BA,Nordeste,30.14,25.55,1,0.1336,-4.59
254,2913457,Igrapiúna,BA,Nordeste,43.64,37.38,1,0.1337,-6.26
255,2921906,Mucugê,BA,Nordeste,38.82,47.73,0,0.134,8.91
256,2919959,Maetinga,BA,Nordeste,47.37,64.12,0,0.1342,16.75
257,2901403,Angical,BA,Nordeste,28.44,44.53,0,0.1347,16.09
258,2916500,Itapicuru,BA,Nordeste,51.23,35.25,1,0.1347,-15.98
259,2929800,Saúde,BA,Nordeste,20.73,21.63,0,0.1353,0.9
260,2907558,Caturama,BA,Nordeste,50.85,52.31,0,0.1353,1.46
261,1505908,Porto de Moz,PA,Norte,81.16,73.69,1,0.1354,-7.47
262,2908101,Cocos,BA,Nordeste,51.69,53.76,0,0.1358,2.07
263,2905107,Caém,BA,Nordeste,36.71,42.1,0,0.1358,5.39
264,1501006,Aveiro,PA,Norte,64.37,61.01,1,0.136,-3.36
265,2404200,Goianinha,RN,Nordeste,35.33,29.73,1,0.1362,-5.6
266,2933109,Várzea do Poço,BA,Nordeste,43.64,50.5,0,0.1366,6.86
267,2929370,São José do Jacuípe,BA,Nordeste,28.41,30.39,0,0.1366,1.98
268,2924652,Pintadas,BA,Nordeste,55.7,50.59,1,0.1368,-5.11
269,2922102,Mundo Novo,BA,Nordeste,33.33,33.82,0,0.1369,0.49
270,2932457,Umburanas,BA,Nordeste,22.95,28.46,0,0.137,5.51
271,2923308,Ouriçangas,BA,Nordeste,50.59,42.62,1,0.1372,-7.97
272,2923902,Pau Brasil,BA,Nordeste,32.84,50.35,0,0.1374,17.51
273,2902906,Barra do Choça,BA,Nordeste,30.6,42.76,0,0.1375,12.16
274,1505809,Portel,PA,Norte,40.72,49.51,0,0.1375,8.79
275,2931053,Tanque Novo,BA,Nordeste,61.8,66.17,0,0.1378,4.37
276,2900801,Alcobaça,BA,Nordeste,29.6,50.94,0,0.1378,21.34
277,1500503,Almeirim,PA,Norte,38.92,37.74,1,0.1379,-1.18
278,2900306,Acajutiba,BA,Nordeste,59.14,26.77,1,0.138,-32.37
279,2911105,Formosa do Rio Preto,BA,Nordeste,28.21,26.73,1,0.1382,-1.48
280,2903409,Belmonte,BA,Nordeste,33.93,42.49,0,0.1385,8.56
281,2920502,Maracás,BA,Nordeste,43.58,57.02,0,0.1385,13.44
282,2911006,Floresta Azul,BA,Nordeste,41.03,21.74,1,0.1387,-19.29
283,2917300,Ituberá,BA,Nordeste,29.17,49.86,0,0.1388,20.69
284,2902807,Barra da Estiva,BA,Nordeste,47.17,52.87,0,0.139,5.7
285,2913804,Ipecaetá,BA,Nordeste,46.51,41.61,1,0.1392,-4.9
286,2906402,Candeal,BA,Nordeste,30.77,37.97,0,0.1394,7.2
287,1507607,São Miguel do Guamá,PA,Norte,49.59,45.1,1,0.1399,-4.49
288,2922656,Nordestina,BA,Nordeste,26.14,38.28,0,0.1402,12.14
289,2928901,São Desidério,BA,Nordeste,54.07,50.38,1,0.1403,-3.69
290,2906907,Caravelas,BA,Nordeste,49.78,47.08,1,0.1404,-2.7
291,1503093,Goianésia do Pará,PA,Norte,42.29,51.56,0,0.1406,9.27
292,2901957,Apuarema,BA,Nordeste,43.24,43.58,0,0.1408,0.34
293,4304606,Canoas,RS,Sul,42.9,57.6,0,0.141,14.7
294,1501782,Breu Branco,PA,Norte,50.55,38.27,1,0.141,-12.28
295,1507953,Tailândia,PA,Norte,37.9,44.19,0,0.141,6.29
296,2909000,Cordeiros,BA,Nordeste,52.46,71.03,0,0.1415,18.57
297,2902203,Aramari,BA,Nordeste,17.95,28.9,0,0.1417,10.95
298,2915809,Itambé,BA,Nordeste,26.98,29.39,0,0.1418,2.41
299,2903706,Boa Nova,BA,Nordeste,46.51,49.97,0,0.1423,3.46
300,2903003,Barra do Mendes,BA,Nordeste,32.43,45.6,0,0.1424,13.17
301,2933158,Várzea Nova,BA,Nordeste,17.95,39.73,0,0.1425,21.78
302,2916203,Itapé,BA,Nordeste,35.38,37.65,0,0.1429,2.27
303,2930766,Sítio do Quinto,BA,Nordeste,42.47,49.83,0,0.143,7.36
304,2917201,Ituaçu,BA,Nordeste,43.98,61.25,0,0.1433,17.27
305,2916807,Itarantim,BA,Nordeste,41.07,44.64,0,0.1435,3.57
306,2933059,Várzea da Roça,BA,Nordeste,20.73,39.52,0,0.1436,18.79
307,1502103,Cametá,PA,Norte,39.08,46.63,0,0.1438,7.55
308,2920304,Malhada de Pedras,BA,Nordeste,70.27,71.89,0,0.1439,1.62
309,2905503,Caldeirão Grande,BA,Nordeste,28.19,28.45,0,0.1441,0.26
310,1501907,Bujaru,PA,Norte,51.61,56.12,0,0.1445,4.51
311,2901155,América Dourada,BA,Nordeste,43.23,39.16,1,0.1453,-4.07
312,1507201,São Domingos do Capim,PA,Norte,32.97,37.87,0,0.1454,4.9
313,2928406,Santa Rita de Cássia,BA,Nordeste,32.05,52.33,0,0.1456,20.28
314,1502756,Concórdia do Pará,PA,Norte,54.24,46.82,1,0.1459,-7.42
315,2933257,Vereda,BA,Nordeste,35.85,69.8,0,0.1459,33.95
316,1500800,Ananindeua,PA,Norte,53.37,62.51,0,0.146,9.14
317,1504703,Moju,PA,Norte,34.29,39.09,0,0.1461,4.8
318,2923001,Nova Viçosa,BA,Nordeste,37.21,60.29,0,0.1461,23.08
319,2926400,Riacho de Santana,BA,Nordeste,52.53,48.17,1,0.1463,-4.36
320,2910750,Fátima,BA,Nordeste,49.57,48.48,1,0.1468,-1.09
321,2410405,Pureza,RN,Nordeste,33.85,42.59,0,0.1469,8.74
322,2925105,Poções,BA,Nordeste,42.93,49.79,0,0.147,6.86
323,3302502,Magé,RJ,Sudeste,46.66,51.74,0,0.1472,5.08
324,2924603,Pindobaçu,BA,Nordeste,39.19,41.0,0,0.1473,1.81
325,2914604,Irecê,BA,Nordeste,46.83,48.05,0,0.1476,1.22
326,3301009,Campos dos Goytacazes,RJ,Sudeste,38.87,45.1,0,0.1477,6.23
327,2926806,Rio do Antônio,BA,Nordeste,43.82,65.42,0,0.1482,21.6
328,1506708,Santana do Araguaia,PA,Norte,58.51,58.75,0,0.1482,0.24
329,2922201,Muniz Ferreira,BA,Nordeste,41.27,51.44,0,0.1487,10.17
330,1501105,Bagre,PA,Norte,53.31,52.12,1,0.1492,-1.19
331,2925006,Planalto,BA,Nordeste,24.31,46.35,0,0.1495,22.04
332,2806503,Santa Rosa de Lima,SE,Nordeste,26.74,32.22,0,0.1496,5.48
333,1500305,Afuá,PA,Norte,38.18,37.86,1,0.1498,-0.32
334,2906204,Canarana,BA,Nordeste,33.73,36.34,0,0.15,2.61
335,2910305,Elísio Medrado,BA,Nordeste,35.29,37.06,0,0.1501,1.77
336,1503077,Garrafão do Norte,PA,Norte,32.89,44.45,0,0.1502,11.56
337,2802106,Estância,SE,Nordeste,31.09,40.81,0,0.1504,9.72
338,2901809,Antônio Gonçalves,BA,Nordeste,25.32,39.52,0,0.1504,14.2
